user_id,login_time,device_type,login_status,location
user_0709,2025-02-14 04:53:00,mobile,success,Tokyo
user_0625,2025-02-14 06:14:00,mobile,success,Berlin
user_0496,2025-02-14 16:48:00,tablet,success,Sydney
user_0250,2025-02-16 02:30:00,mobile,failure,Paris
user_0805,2025-02-16 02:34:00,mobile,failure,Tokyo
user_0679,2025-02-16 07:18:00,desktop,success,Berlin
user_0532,2025-02-16 13:01:00,tablet,failure,New York
user_0646,2025-02-16 23:59:00,tablet,failure,Sydney
user_0681,2025-02-17 01:54:00,tablet,success,Sydney
user_0600,2025-02-17 06:56:00,mobile,success,London
user_0930,2025-02-17 08:43:00,desktop,success,Paris
user_0089,2025-02-17 09:33:00,tablet,success,Paris
user_0027,2025-02-18 16:28:00,mobile,success,Tokyo
user_0818,2025-02-18 23:00:00,tablet,success,New York
user_0238,2025-02-19 21:26:00,tablet,success,Sydney
user_0324,2025-02-20 07:54:00,tablet,success,Berlin
user_0630,2025-02-20 15:45:00,desktop,success,London
user_0017,2025-02-21 05:30:00,tablet,success,London
user_0686,2025-02-21 08:49:00,tablet,success,New York
user_0330,2025-02-21 10:23:00,desktop,success,Berlin
user_0294,2025-02-22 12:53:00,desktop,success,New York
user_0260,2025-02-22 20:38:00,tablet,success,Tokyo
user_0126,2025-02-23 12:10:00,mobile,success,Tokyo
user_0707,2025-02-23 20:05:00,tablet,success,Berlin
user_0144,2025-02-23 21:46:00,tablet,success,Paris
user_0034,2025-02-24 20:49:00,mobile,success,Berlin
user_0161,2025-02-25 05:28:00,mobile,success,Sydney
user_0082,2025-02-25 07:49:00,desktop,success,Tokyo
user_0639,2025-02-25 08:34:00,desktop,failure,New York
user_0230,2025-02-25 17:29:00,tablet,success,Paris
user_0507,2025-02-25 22:01:00,desktop,success,Sydney
user_0847,2025-02-26 08:39:00,desktop,success,Paris
user_0175,2025-02-26 08:56:00,tablet,failure,Sydney
user_0570,2025-02-26 09:58:00,mobile,success,London
user_0146,2025-02-26 12:17:00,tablet,success,Sydney
user_0484,2025-02-26 15:34:00,mobile,success,Tokyo
user_0376,2025-02-26 19:14:00,mobile,success,London
user_0602,2025-02-27 08:39:00,tablet,success,Berlin
user_0191,2025-02-27 11:12:00,desktop,failure,New York
user_0995,2025-02-27 17:08:00,desktop,success,Berlin
user_0643,2025-02-27 20:50:00,tablet,failure,New York
user_0938,2025-02-28 01:22:00,tablet,success,Sydney
user_0860,2025-02-28 08:19:00,mobile,success,Paris
user_0812,2025-02-28 09:12:00,tablet,success,New York
user_0973,2025-02-28 13:12:00,tablet,success,New York
user_0975,2025-03-01 15:56:00,mobile,success,Sydney
user_0217,2025-03-01 17:45:00,mobile,success,Tokyo
user_0795,2025-03-02 02:43:00,mobile,success,Paris
user_0545,2025-03-02 07:01:00,mobile,success,New York
user_0761,2025-03-02 12:37:00,desktop,success,London
user_0612,2025-03-02 12:39:00,desktop,success,Paris
user_0317,2025-03-02 21:24:00,desktop,success,Berlin
user_0531,2025-03-02 23:27:00,desktop,success,London
user_0989,2025-03-03 02:17:00,tablet,success,Tokyo
user_0276,2025-03-03 10:45:00,tablet,success,Paris
user_0375,2025-03-04 17:00:00,desktop,success,Sydney
user_0372,2025-03-04 18:18:00,desktop,success,Paris
user_0408,2025-03-05 00:57:00,desktop,failure,Tokyo
user_0512,2025-03-05 02:17:00,mobile,success,Tokyo
user_0245,2025-03-05 07:45:00,mobile,success,Sydney
user_0264,2025-03-05 12:16:00,mobile,success,New York
user_0265,2025-03-05 22:43:00,desktop,success,Paris
user_0209,2025-03-06 07:34:00,desktop,success,New York
user_0923,2025-03-06 11:07:00,tablet,success,Berlin
user_0427,2025-03-07 06:07:00,mobile,success,Berlin
user_0325,2025-03-07 13:59:00,desktop,success,London
user_0354,2025-03-07 19:02:00,mobile,success,New York
user_0052,2025-03-08 13:12:00,tablet,success,Tokyo
user_0160,2025-03-09 07:15:00,tablet,failure,New York
user_0129,2025-03-10 09:54:00,tablet,success,Tokyo
user_0549,2025-03-10 15:55:00,tablet,success,London
user_0050,2025-03-11 00:28:00,tablet,failure,Berlin
user_0817,2025-03-11 06:06:00,desktop,success,Paris
user_0494,2025-03-11 15:24:00,tablet,success,Tokyo
user_0154,2025-03-12 01:00:00,desktop,success,New York
user_0331,2025-03-12 06:30:00,mobile,success,New York
user_0668,2025-03-12 06:53:00,desktop,success,Berlin
user_0539,2025-03-12 07:23:00,tablet,success,Tokyo
user_0403,2025-03-12 10:25:00,mobile,success,Paris
user_0729,2025-03-12 14:35:00,tablet,success,New York
user_0559,2025-03-14 01:15:00,desktop,success,London
user_0500,2025-03-14 02:03:00,mobile,success,Paris
user_0808,2025-03-14 13:54:00,mobile,success,London
user_0434,2025-03-14 17:14:00,mobile,success,Tokyo
user_0236,2025-03-14 17:44:00,tablet,success,Sydney
user_0722,2025-03-14 18:34:00,tablet,success,Tokyo
user_0774,2025-03-15 02:26:00,tablet,success,London
user_0158,2025-03-15 04:41:00,tablet,success,New York
user_0053,2025-03-15 15:54:00,mobile,success,London
user_0601,2025-03-16 13:38:00,mobile,success,Paris
user_0705,2025-03-16 23:53:00,mobile,success,London
user_0171,2025-03-17 05:52:00,tablet,success,London
user_0578,2025-03-17 06:25:00,tablet,success,London
user_0756,2025-03-17 09:06:00,desktop,success,Berlin
user_0243,2025-03-18 03:55:00,tablet,success,Tokyo
user_0752,2025-03-18 09:25:00,tablet,success,Paris
user_0275,2025-03-18 11:31:00,tablet,success,Tokyo
user_0651,2025-03-19 03:42:00,mobile,failure,New York
user_0213,2025-03-19 03:44:00,tablet,success,New York
user_0875,2025-03-19 09:35:00,desktop,success,London
user_0516,2025-03-19 21:44:00,mobile,success,Sydney
user_0753,2025-03-20 07:27:00,mobile,success,Berlin
user_0676,2025-03-21 06:13:00,mobile,success,Tokyo
user_0902,2025-03-21 13:37:00,tablet,success,Paris
user_0627,2025-03-21 16:47:00,mobile,success,Tokyo
user_0194,2025-03-21 21:34:00,mobile,failure,London
user_0341,2025-03-22 10:22:00,tablet,success,Sydney
user_0322,2025-03-22 23:05:00,mobile,success,New York
user_0957,2025-03-22 23:21:00,desktop,success,Sydney
user_0823,2025-03-24 00:37:00,mobile,success,Sydney
user_0790,2025-03-24 06:01:00,mobile,success,Berlin
user_0097,2025-03-24 09:25:00,desktop,success,Sydney
user_0438,2025-03-24 12:25:00,mobile,success,London
user_0030,2025-03-24 13:03:00,mobile,success,Berlin
user_0079,2025-03-25 08:08:00,tablet,failure,London
user_0718,2025-03-25 12:58:00,desktop,success,London
user_0488,2025-03-25 23:33:00,mobile,success,Berlin
user_0414,2025-03-26 03:07:00,desktop,success,New York
user_0308,2025-03-26 03:14:00,desktop,success,Paris
user_0882,2025-03-26 10:21:00,tablet,success,New York
user_0929,2025-03-26 15:04:00,tablet,success,New York
user_0367,2025-03-26 15:37:00,tablet,success,Tokyo
user_0524,2025-03-27 01:53:00,tablet,success,Berlin
user_0544,2025-03-27 08:31:00,mobile,success,London
user_0080,2025-03-27 11:21:00,desktop,success,Berlin
user_0939,2025-03-27 17:05:00,desktop,success,London
user_0057,2025-03-27 22:32:00,desktop,success,Sydney
user_0391,2025-03-27 23:33:00,mobile,failure,New York
user_0153,2025-03-28 09:02:00,tablet,success,Berlin
user_0855,2025-03-28 14:24:00,desktop,success,New York
user_0288,2025-03-28 16:05:00,tablet,success,London
user_0065,2025-03-28 23:19:00,desktop,success,Tokyo
user_0691,2025-03-29 01:46:00,tablet,success,Paris
user_0920,2025-03-29 08:34:00,desktop,success,Sydney
user_0911,2025-03-29 17:44:00,desktop,success,Paris
user_0337,2025-03-29 20:42:00,mobile,success,Paris
user_0562,2025-03-30 02:40:00,mobile,success,Sydney
user_0723,2025-03-30 04:50:00,desktop,failure,Sydney
user_0058,2025-03-30 05:41:00,tablet,success,London
user_0005,2025-03-30 13:01:00,desktop,success,Sydney
user_0710,2025-03-30 13:40:00,desktop,success,London
user_0151,2025-03-30 17:20:00,desktop,success,Sydney
user_0416,2025-03-31 02:42:00,tablet,failure,Paris
user_0865,2025-03-31 05:11:00,tablet,success,Tokyo
user_0293,2025-04-01 06:07:00,desktop,success,New York
user_0734,2025-04-01 15:03:00,tablet,success,London
user_0177,2025-04-01 21:29:00,tablet,failure,Tokyo
user_0390,2025-04-02 02:17:00,mobile,success,Tokyo
user_0176,2025-04-02 06:20:00,mobile,success,Tokyo
user_0649,2025-04-02 16:50:00,mobile,success,London
user_0436,2025-04-02 17:34:00,mobile,success,Berlin
user_0258,2025-04-03 22:37:00,mobile,success,London
user_0256,2025-04-04 01:10:00,tablet,success,Sydney
user_0725,2025-04-04 02:51:00,desktop,failure,London
user_0417,2025-04-05 00:40:00,tablet,success,Sydney
user_0673,2025-04-06 13:35:00,tablet,success,Paris
user_0660,2025-04-06 22:29:00,mobile,success,London
user_0632,2025-04-08 00:27:00,desktop,success,Berlin
user_0222,2025-04-08 05:06:00,desktop,success,London
user_0877,2025-04-08 19:15:00,tablet,success,Sydney
user_0338,2025-04-08 23:21:00,desktop,success,Berlin
user_0619,2025-04-09 01:11:00,mobile,failure,New York
user_0067,2025-04-09 17:50:00,mobile,success,Tokyo
user_0891,2025-04-10 17:14:00,desktop,success,New York
user_0717,2025-04-11 05:15:00,tablet,success,Tokyo
user_0242,2025-04-11 07:13:00,tablet,success,New York
user_0168,2025-04-11 21:02:00,mobile,success,New York
user_0418,2025-04-12 03:41:00,mobile,success,New York
user_0669,2025-04-12 05:14:00,mobile,success,Sydney
user_0313,2025-04-12 07:34:00,tablet,success,New York
user_0210,2025-04-12 17:29:00,tablet,success,New York
user_0518,2025-04-13 11:04:00,tablet,success,Sydney
user_0008,2025-04-13 14:27:00,tablet,success,Tokyo
user_0629,2025-04-13 19:52:00,tablet,success,Berlin
user_0751,2025-04-14 00:03:00,tablet,success,Sydney
user_0248,2025-04-14 12:36:00,tablet,success,Berlin
user_0300,2025-04-14 17:17:00,desktop,success,Sydney
user_0422,2025-04-14 22:44:00,tablet,success,Sydney
user_0836,2025-04-15 03:44:00,tablet,success,New York
user_0491,2025-04-15 05:53:00,desktop,success,Sydney
user_0043,2025-04-15 06:18:00,tablet,failure,Tokyo
user_0059,2025-04-15 22:24:00,desktop,success,Sydney
user_0084,2025-04-16 04:45:00,desktop,success,Sydney
user_0897,2025-04-16 12:48:00,desktop,success,Paris
user_0485,2025-04-17 02:58:00,desktop,success,New York
user_0786,2025-04-17 17:12:00,desktop,success,Sydney
user_0048,2025-04-17 22:42:00,mobile,failure,New York
user_0991,2025-04-17 23:31:00,tablet,success,New York
user_0666,2025-04-18 00:22:00,tablet,success,Sydney
user_0968,2025-04-18 03:09:00,tablet,failure,Tokyo
user_0693,2025-04-18 10:05:00,tablet,success,Berlin
user_0035,2025-04-18 18:15:00,tablet,success,Paris
user_0990,2025-04-18 23:46:00,tablet,success,Paris
user_0617,2025-04-19 00:12:00,mobile,success,Tokyo
user_0830,2025-04-19 03:38:00,mobile,success,Paris
user_0574,2025-04-19 13:52:00,desktop,success,London
user_0987,2025-04-19 19:59:00,mobile,success,Tokyo
user_0741,2025-04-20 08:53:00,tablet,success,London
user_0235,2025-04-20 08:59:00,tablet,success,Tokyo
user_0173,2025-04-20 21:47:00,tablet,failure,Sydney
user_0506,2025-04-21 13:53:00,mobile,success,Paris
user_0487,2025-04-21 18:53:00,desktop,success,London
user_0887,2025-04-21 19:20:00,tablet,success,Sydney
user_0091,2025-04-22 14:35:00,mobile,success,Paris
user_0280,2025-04-22 22:26:00,desktop,success,Berlin
user_0590,2025-04-23 07:00:00,mobile,success,Berlin
user_0854,2025-04-23 07:20:00,tablet,success,Tokyo
user_0869,2025-04-23 09:15:00,tablet,success,Tokyo
user_0301,2025-04-23 15:23:00,tablet,success,Berlin
user_0872,2025-04-23 16:22:00,mobile,success,Paris
user_0028,2025-04-23 18:25:00,desktop,success,New York
user_0851,2025-04-23 22:52:00,tablet,failure,Paris
user_0477,2025-04-24 08:48:00,desktop,success,Tokyo
user_0180,2025-04-25 04:37:00,desktop,failure,London
user_0460,2025-04-25 15:27:00,tablet,success,London
user_0779,2025-04-26 08:18:00,tablet,success,Paris
user_0480,2025-04-26 14:41:00,mobile,success,Berlin
user_0495,2025-04-26 20:47:00,tablet,success,Berlin
user_0282,2025-04-27 01:59:00,mobile,success,Tokyo
user_0730,2025-04-27 04:45:00,mobile,success,Sydney
user_0298,2025-04-27 08:14:00,tablet,success,Tokyo
user_0462,2025-04-28 18:24:00,desktop,success,London
user_0520,2025-04-29 01:45:00,tablet,success,New York
user_0224,2025-04-29 07:11:00,tablet,success,Tokyo
user_0266,2025-04-29 12:27:00,mobile,success,New York
user_0780,2025-04-29 16:41:00,desktop,success,Paris
user_0558,2025-04-30 00:04:00,desktop,success,New York
user_0273,2025-04-30 05:33:00,mobile,failure,Sydney
user_0281,2025-04-30 10:44:00,mobile,success,New York
user_0149,2025-04-30 17:06:00,desktop,failure,Paris
user_0794,2025-04-30 17:17:00,desktop,failure,London
user_0754,2025-05-01 02:14:00,mobile,success,Sydney
user_0956,2025-05-01 09:13:00,tablet,success,Paris
user_0947,2025-05-01 14:38:00,mobile,success,Sydney
user_0396,2025-05-01 16:32:00,mobile,success,Paris
user_0953,2025-05-01 17:14:00,desktop,success,Paris
user_0290,2025-05-01 19:26:00,mobile,success,London
user_0185,2025-05-02 12:31:00,tablet,success,London
user_0713,2025-05-02 20:17:00,desktop,success,Berlin
user_0918,2025-05-03 07:41:00,desktop,success,Tokyo
user_0039,2025-05-04 18:21:00,desktop,success,New York
user_0471,2025-05-04 20:22:00,mobile,success,Sydney
user_0342,2025-05-05 07:53:00,desktop,success,Paris
user_0219,2025-05-05 13:24:00,mobile,success,New York
user_0743,2025-05-05 13:45:00,mobile,success,Sydney
user_0640,2025-05-06 03:30:00,desktop,success,Paris
user_0508,2025-05-06 12:29:00,desktop,success,London
user_0047,2025-05-07 05:20:00,tablet,failure,Paris
user_0409,2025-05-07 08:20:00,desktop,failure,Berlin
user_0128,2025-05-07 12:27:00,desktop,success,Sydney
user_0941,2025-05-08 02:11:00,mobile,failure,Tokyo
user_0543,2025-05-08 17:27:00,tablet,success,New York
user_0332,2025-05-08 17:31:00,mobile,success,London
user_0246,2025-05-09 09:56:00,tablet,success,Paris
user_0806,2025-05-10 08:42:00,desktop,success,Paris
user_0810,2025-05-10 16:56:00,mobile,success,London
user_0687,2025-05-10 22:43:00,mobile,success,London
user_0874,2025-05-11 21:04:00,desktop,success,Berlin
user_0100,2025-05-12 00:29:00,desktop,success,Berlin
user_0647,2025-05-12 03:18:00,desktop,success,London
user_0285,2025-05-12 23:51:00,mobile,success,Tokyo
user_0303,2025-05-13 00:39:00,mobile,success,Paris
user_0320,2025-05-13 04:23:00,mobile,success,Sydney
user_0573,2025-05-13 09:40:00,tablet,success,Tokyo
user_0523,2025-05-13 10:35:00,desktop,success,Berlin
user_0844,2025-05-13 20:53:00,mobile,success,New York
user_0821,2025-05-13 21:45:00,desktop,success,Paris
user_0307,2025-05-14 12:41:00,tablet,success,Berlin
user_0334,2025-05-15 00:38:00,desktop,success,Paris
user_0758,2025-05-15 13:22:00,tablet,success,New York
user_0361,2025-05-15 20:05:00,tablet,success,Berlin
user_0311,2025-05-15 20:15:00,mobile,success,Paris
user_0247,2025-05-16 09:15:00,tablet,success,Sydney
user_0776,2025-05-16 21:35:00,desktop,success,Tokyo
user_0033,2025-05-17 06:18:00,tablet,success,London
user_0584,2025-05-17 06:48:00,mobile,success,New York
user_0814,2025-05-18 15:26:00,desktop,success,Berlin
user_0147,2025-05-18 16:48:00,mobile,success,Sydney
user_0101,2025-05-18 17:34:00,tablet,success,London
user_0789,2025-05-20 15:28:00,mobile,success,Paris
user_0546,2025-05-20 21:07:00,desktop,success,Berlin
user_0010,2025-05-21 14:42:00,desktop,success,Berlin
user_0086,2025-05-23 02:36:00,desktop,success,Tokyo
user_0232,2025-05-24 00:45:00,tablet,success,London
user_0291,2025-05-25 00:10:00,tablet,success,New York
user_0633,2025-05-25 08:05:00,mobile,success,Sydney
user_0196,2025-05-25 09:24:00,tablet,success,Tokyo
user_0501,2025-05-25 16:28:00,tablet,success,London
user_0106,2025-05-25 18:59:00,mobile,success,New York
user_0003,2025-05-26 06:10:00,tablet,success,Paris
user_0108,2025-05-26 06:33:00,desktop,success,Sydney
user_0316,2025-05-26 21:01:00,tablet,success,Paris
user_0579,2025-05-27 06:28:00,mobile,failure,Tokyo
user_0961,2025-05-28 02:12:00,desktop,success,Paris
user_0119,2025-05-28 07:16:00,desktop,success,Berlin
user_0109,2025-05-28 08:26:00,tablet,success,Tokyo
user_0782,2025-05-28 08:41:00,tablet,success,Tokyo
user_0335,2025-05-28 08:49:00,mobile,success,Sydney
user_0205,2025-05-28 10:49:00,mobile,success,London
user_0355,2025-05-29 12:00:00,tablet,success,London
user_0349,2025-05-29 18:07:00,mobile,success,Berlin
user_0925,2025-05-29 18:40:00,tablet,success,Berlin
user_0389,2025-05-29 21:07:00,desktop,success,London
user_0237,2025-05-31 06:26:00,tablet,success,Berlin
user_0431,2025-05-31 08:45:00,tablet,success,Paris
user_0469,2025-05-31 11:24:00,tablet,success,Paris
user_0581,2025-06-01 17:46:00,mobile,success,Sydney
user_0226,2025-06-02 02:12:00,mobile,success,London
user_0800,2025-06-03 07:54:00,tablet,success,London
user_0081,2025-06-03 13:36:00,mobile,success,New York
user_0443,2025-06-04 03:06:00,desktop,success,Sydney
user_0736,2025-06-04 06:15:00,mobile,success,Sydney
user_0775,2025-06-04 06:59:00,mobile,success,Berlin
user_0916,2025-06-04 10:06:00,desktop,success,Tokyo
user_0251,2025-06-04 13:55:00,mobile,success,Berlin
user_0062,2025-06-05 13:00:00,desktop,success,Tokyo
user_0381,2025-06-05 16:54:00,tablet,success,London
user_0504,2025-06-05 19:36:00,tablet,success,Sydney
user_0680,2025-06-07 05:01:00,desktop,success,Tokyo
user_0704,2025-06-07 06:17:00,tablet,success,Sydney
user_0166,2025-06-07 16:34:00,mobile,success,Paris
user_0876,2025-06-07 22:24:00,mobile,failure,New York
user_0386,2025-06-08 01:36:00,desktop,success,Paris
user_0580,2025-06-08 01:40:00,desktop,success,Sydney
user_0199,2025-06-08 08:47:00,mobile,failure,London
user_0145,2025-06-08 08:52:00,mobile,success,New York
user_0179,2025-06-09 00:23:00,tablet,success,Berlin
user_0537,2025-06-10 02:10:00,mobile,success,London
user_0353,2025-06-10 23:55:00,tablet,success,Paris
user_0463,2025-06-11 06:08:00,mobile,success,London
user_0190,2025-06-11 16:02:00,desktop,success,London
user_0412,2025-06-11 18:30:00,desktop,success,London
user_0397,2025-06-12 00:17:00,tablet,success,Sydney
user_0870,2025-06-12 11:45:00,mobile,success,New York
user_0364,2025-06-13 02:41:00,tablet,success,Sydney
user_0996,2025-06-13 07:42:00,desktop,success,Tokyo
user_0672,2025-06-13 08:50:00,tablet,success,Tokyo
user_0315,2025-06-13 18:33:00,desktop,success,Tokyo
user_0820,2025-06-13 19:30:00,tablet,success,Tokyo
user_0552,2025-06-14 00:55:00,mobile,success,Paris
user_0296,2025-06-14 11:55:00,mobile,success,Berlin
user_0310,2025-06-14 22:39:00,tablet,failure,New York
user_0098,2025-06-15 12:26:00,desktop,success,Sydney
user_0445,2025-06-15 14:14:00,desktop,success,Sydney
user_0006,2025-06-15 16:07:00,tablet,success,Tokyo
user_0536,2025-06-15 16:39:00,tablet,success,New York
user_0898,2025-06-16 07:16:00,desktop,success,Tokyo
user_0102,2025-06-16 09:37:00,mobile,success,Sydney
user_0218,2025-06-16 10:31:00,desktop,success,Tokyo
user_0767,2025-06-16 13:31:00,tablet,success,Paris
user_0903,2025-06-16 15:13:00,mobile,success,Berlin
user_0737,2025-06-17 00:23:00,mobile,success,Paris
user_0715,2025-06-17 03:42:00,desktop,success,London
user_0457,2025-06-18 22:16:00,mobile,success,Tokyo
user_0697,2025-06-19 03:52:00,tablet,success,Sydney
user_0719,2025-06-19 04:39:00,tablet,success,New York
user_0197,2025-06-19 07:05:00,tablet,success,London
user_0064,2025-06-19 20:33:00,mobile,success,Paris
user_0351,2025-06-19 22:30:00,tablet,success,New York
user_0588,2025-06-20 01:20:00,tablet,success,Paris
user_0623,2025-06-20 03:16:00,desktop,success,Tokyo
user_0967,2025-06-20 07:18:00,tablet,success,Tokyo
user_0068,2025-06-20 13:24:00,desktop,success,Tokyo
user_0141,2025-06-20 16:08:00,tablet,success,London
user_0728,2025-06-21 05:29:00,mobile,success,Tokyo
user_0807,2025-06-21 12:22:00,mobile,success,Paris
user_0616,2025-06-21 12:59:00,tablet,success,New York
user_0018,2025-06-22 01:12:00,desktop,failure,Berlin
user_0787,2025-06-22 06:30:00,desktop,success,Tokyo
user_0012,2025-06-22 12:40:00,tablet,success,Paris
user_0670,2025-06-22 16:23:00,desktop,success,Sydney
user_0371,2025-06-22 19:07:00,desktop,success,Berlin
user_0567,2025-06-22 21:00:00,mobile,success,Tokyo
user_0863,2025-06-23 04:47:00,desktop,success,Sydney
user_0611,2025-06-23 13:38:00,desktop,success,New York
user_0755,2025-06-24 10:56:00,mobile,success,London
user_0382,2025-06-24 18:15:00,desktop,success,Sydney
user_0648,2025-06-25 01:00:00,tablet,success,New York
user_0215,2025-06-25 01:44:00,mobile,success,Sydney
user_0362,2025-06-25 16:12:00,mobile,success,Tokyo
user_0038,2025-06-25 18:29:00,mobile,success,Paris
user_0642,2025-06-27 15:19:00,mobile,success,Tokyo
user_0599,2025-06-27 17:43:00,mobile,success,New York
